Zone,Org Dist,AC,Mandal,LB Name,Ward,Ward Number,Houses,Total Voters,Female,Male,Transgender,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Nellanad GRAMAPANCHAYATHH,MUKKUNNOOR,14,331,1115,609,506,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Nellanad GRAMAPANCHAYATHH,MUROORKKONAM,15,286,1112,604,508,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Nellanad GRAMAPANCHAYATHH,ALANTHARA,16,339,1091,602,489,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Nellanad GRAMAPANCHAYATHH,palathara,17,279,1055,582,473,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Nellanad GRAMAPANCHAYATHH,PARAMESWARAM,18,371,1310,740,570,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,PANTHAPLAVIKONAM,1,302,1028,598,430,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,VELLUMANDY,2,324,1056,556,500,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,PERUMALA,3,291,1049,540,509,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,MUTHIPPARA,4,293,1072,594,478,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,PULLAMPADA,5,332,1246,658,588,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,KOONANVENGA,6,343,1229,670,559,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,PANAYAM,7,297,955,530,425,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,CHULLALAM,8,314,1011,537,474,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,MUKKUDIL,9,313,1089,572,517,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,MANJAKUZHI,10,382,1311,704,607,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,NPALAMULL,11,217,984,535,449,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,THEMPAMMOODU,12,371,1454,777,677,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,ATTUKAL,13,266,1137,600,537,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,PALAMKONAM,14,315,1087,591,496,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,NAGARUKUZHI,15,302,1155,627,528,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Pullampara GRAMAPANCHAYATHH,KUTTIMMOODU,16,378,1308,716,592,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,ANAKULAM,1,336,1284,681,603,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,PANDYANPARA,2,177,583,313,270,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,CHONANVILA,3,321,1190,657,533,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,KALLIPPARA,4,359,1191,636,555,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,PALODE,5,304,1167,665,502,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,PANANGODE,6,364,1149,618,531,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,PULIYOOR,7,462,1432,782,650,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,NANYODE,8,460,1519,860,659,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,NAVODAYA,9,361,1389,768,621,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,VATTAPPANKADU,10,369,1302,734,568,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,PACHA,11,463,1366,759,607,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,ALUMKUZHI,12,344,1159,626,533,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,KURUPUZHA,13,385,1238,662,576,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,ELAVATTOM,14,373,1136,625,511,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,PERAYAM,15,388,1229,666,563,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,THANCODU,16,393,1341,712,629,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,ALAPARA,17,392,1257,685,572,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Nanniyode GRAMAPANCHAYATHH,PALUVALLI,18,399,1308,730,578,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,VENKOLLA,1,395,1102,574,528,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,PONMUDI,2,233,641,309,332,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,IDINJAR,3,379,1080,594,486,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,KOCHUVILA,4,457,1620,874,746,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,EDAVAM,5,482,1478,803,675,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,NJARANEELI,6,377,970,530,440,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,THENNOOR,7,391,1308,690,618,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,KOCHUKARIKKAKAM,8,357,1247,668,579,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,IQBALCOLLEGE,9,320,1140,620,519,1,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,DAIVAPPURA,10,354,1021,560,461,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,CHITOOR,11,352,1225,672,553,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,PERINGAMMALA,12,451,1531,798,733,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,KOLLARUKONAM,13,436,1449,770,679,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,PALODU,14,411,1356,713,643,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,KARIMANCODE,15,543,1804,976,828,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,CHIPPANCHIRA,16,540,1586,840,746,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,ELAVUPALAM,17,442,1413,768,645,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,KOLLAYIL,18,518,1676,932,744,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Peringammala,MADATHARA,19,524,1698,916,782,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,KALLARA,1,377,1257,669,588,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,KALLARATOWN,2,367,1240,659,581,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,VELLAMKUDI,3,382,1363,754,609,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,THAPASAGIRI,4,335,1167,628,539,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,KURUMBAYAM,5,387,1301,731,570,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,PALKKULAM,6,397,1353,746,607,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,KTKUNNU,7,376,1366,727,639,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,CHERUVALAM,8,378,1202,653,549,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,THENGUMCODE,9,392,1297,739,558,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,PARAPPIL,10,371,1346,733,613,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,KALLUVARAMBU,11,453,1504,793,711,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,MUTHUVILA,12,396,1187,630,557,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,ARUVIPPURAM,13,332,1121,614,507,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,KURINCHILAKKADU,14,391,1240,651,589,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,PLACKODE,15,341,1155,608,547,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,MITHIRMALA,16,303,1117,606,511,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,MULAYILKONAM,17,319,1153,656,497,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Vamanapuram,Kallara GRAMAPANCHAYATHH,THUMPODU,18,337,1100,595,505,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,PULIPPARA,1,380,1260,662,598,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,MANAKKODE,2,441,1414,793,621,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,PANGODE,3,372,1308,682,626,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,MARANADU,4,410,1204,644,560,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,THRIKKOVILVATTOM,5,448,1264,688,576,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,MOOLAPPEZHU,6,362,962,507,455,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,AMBEDKAR NAGAR,7,352,1195,658,537,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,BHARATHANOR,8,431,1350,746,604,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,VALIYAVAYAL,9,408,1322,704,618,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,EX SERVICEMEN COLONY,10,417,1183,639,544,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,KAKKANIKKARA,11,442,1395,771,624,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,MYLAMOODU,12,359,1229,674,555,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,ANJANAKUZHIKKARA,13,304,896,490,406,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,VELLAYAMDESAM,14,432,1187,649,538,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,PULIKKARA,15,353,1092,568,524,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,LENINKUNNU,16,346,1068,577,491,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,KOCHALUMMOODU,17,422,1327,734,593,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,ULIYANCODE,18,431,1445,790,655,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,PAZHAVILA,19,322,912,499,413,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Vamanapuram,Palode,Pangode GRAMAPANCHAYATHH,PAZHAVILA,19,73,224,119,105,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,SHEEMAVILA,1,418,1283,700,583,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,CHERUKKARAM,2,224,665,359,306,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,PULLAYIL,3,410,1200,690,510,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,PORUNTHAMON,4,379,1126,619,507,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,MANJAPARA,5,435,1352,777,575,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,KUDAPPARA,6,370,1232,704,528,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,KATTUMPURAM,7,374,1192,678,514,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,ARIVARIKUZHI,8,406,1199,685,514,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,KOLLURVILA,9,394,1241,704,537,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,PAYATTINGAKUZHI,10,405,1284,739,545,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,THALIKUZHI,11,437,1354,762,592,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,KAMUKINKUZHI,12,421,1433,796,637,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,PULIMATH,13,357,1159,651,508,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,KARETTE,14,342,1079,606,473,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,KARUVALLIYADU,15,333,1033,590,443,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,PEDIKULAM,16,277,1167,643,524,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,PLAVODU,17,410,1312,734,578,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,KODUVAZHANOOR,18,386,1261,689,572,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,PANTHUVILA,19,379,1204,682,522,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pulimath GRAMAPANCHAYATHH,ERUTHINADU,20,383,1223,695,528,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,KALLAMBALAM,1,450,1594,884,710,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,PUTHUSSERIMUKKU,2,348,1131,623,508,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,ETHUKKADU,3,368,1414,757,657,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,KONNOORI,4,354,1187,644,543,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,MUDIYOTTUKONAM,5,429,1171,658,513,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,THOTTAKKADU,6,396,1203,676,527,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,KANTTUKONAM,7,375,1132,606,526,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,PATTAKONAM,8,396,1256,700,556,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,NJARAKKATTUVILA,9,360,1169,644,525,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,IRAMAM,10,363,1181,684,497,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,vanchiyoor,11,384,1384,775,609,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,PATTLA,12,361,1195,680,515,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,PALLIMUKKU,13,352,1201,677,524,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,MULLASERI,14,276,1100,583,517,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,Mevarkal,15,352,1294,698,596,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,Puthiyathadam,16,334,1103,588,515,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,ALAMCODUHS,17,300,1030,553,477,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,CHATHANPARA,18,379,1289,715,574,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,PARAKULAM,19,380,1274,697,577,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Karavaram GRAMAPANCHAYATHH,KARAVARAM,20,483,1497,859,638,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,PEROOR,1,418,1370,734,636,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,KEEZHPEROOR,2,343,1282,708,574,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,MATHAYIL,3,370,1260,692,568,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,KESAVAPURAM,4,407,1293,692,601,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,CHEMMARATHUMUKKU,5,219,726,417,309,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,KALLINGAL,6,418,1491,844,647,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,DASANAVATTOM,7,344,1054,605,449,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,KOTTAKKAL,8,398,1291,739,552,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,PAVOORKONAM,9,398,1322,730,592,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,NAGAROOR TOWN,10,320,1363,759,604,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,THANKONAM,11,386,1310,729,581,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,NIDUMPARAMP,12,336,1055,585,470,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,THEKKINKADU,13,350,1140,655,485,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,NANDAIVANAM,14,370,1101,604,497,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,MADAPPADU,15,352,1055,586,469,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,ENCHAMOOLA,16,299,1033,579,454,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,VELLALLOOR,17,374,1194,652,542,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Nagaroor GRAMAPANCHAYATHH,KARIMPALODU,18,416,1230,648,582,0,,,,,,,,,,,,,
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Kilimanoor,Pazhayakunnummel GRAMAPANCHAYATHH,THATTATHUMALA,1,278,986,543,443,0,,,,,,,,,,,,,
